,months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,_c39
268,456,62,669800,2009-06-24,OH,250/500,1000,1395.77,0,611651,FEMALE,MD,protective-serv,chess,own-child,82600,-49500,2015-02-07,Multi-vehicle Collision,Side Collision,Major Damage,Other,PA,Hillsdale,5352 Lincoln Drive,13,3,?,1,3,NO,66480,5540,11080,49860,Saab,92x,2012,Y,
269,404,53,739447,2014-12-10,IN,250/500,500,767.14,0,466201,MALE,Associate,sales,reading,not-in-family,25500,-36700,2015-01-14,Parked Car,?,Trivial Damage,Police,WV,Columbus,3327 Lincoln Drive,8,1,NO,0,1,NO,8800,1760,880,6160,Suburu,Legacy,2002,N,
270,230,43,490514,2007-02-09,IN,500/1000,2000,1101.83,0,451529,MALE,High School,exec-managerial,cross-fit,other-relative,28900,0,2015-01-01,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,7511 1st Ave,0,3,?,0,3,YES,51900,5190,10380,36330,BMW,M5,2011,Y,
271,253,44,516182,2007-05-12,OH,100/300,2000,719.52,0,606606,FEMALE,High School,farming-fishing,golf,own-child,45800,0,2015-02-13,Parked Car,?,Trivial Damage,,SC,Arlington,1741 Best Ridge,9,1,NO,0,3,?,5400,600,600,4200,Chevrolet,Malibu,1998,N,
272,366,50,801331,1990-07-08,IN,500/1000,1000,1561.41,0,462767,FEMALE,High School,handlers-cleaners,basketball,husband,21200,0,2015-01-04,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,1879 4th Lane,5,3,YES,1,3,NO,70290,12780,12780,44730,Mercedes,C300,2012,N,
273,91,26,101421,1999-10-19,IL,250/500,1000,1022.46,0,444896,FEMALE,Associate,armed-forces,video-games,other-relative,52700,0,2015-02-23,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,8832 Pine Drive,15,3,?,0,2,?,74200,7420,7420,59360,Jeep,Wrangler,1996,N,
274,278,47,794951,2008-04-21,IN,500/1000,500,1285.01,0,459630,MALE,Masters,machine-op-inspct,sleeping,not-in-family,0,-39800,2015-02-02,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Hillsdale,5071 1st Lane,21,1,NO,2,2,YES,58500,5850,5850,46800,Toyota,Camry,2010,N,
275,163,36,974522,2000-01-27,IN,250/500,1000,1503.21,0,448190,MALE,MD,other-service,cross-fit,husband,55700,-49900,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Springfield,4475 Lincoln Ridge,1,1,YES,2,1,NO,51390,5710,11420,34260,Toyota,Corolla,2013,N,
276,239,40,488724,2004-11-29,IN,100/300,500,1463.95,0,430567,FEMALE,JD,sales,skydiving,own-child,0,0,2015-02-11,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Springfield,4545 4th Ridge,20,3,?,0,0,YES,69740,6340,6340,57060,Dodge,Neon,2003,N,
277,93,32,437573,2005-09-29,OH,250/500,2000,1624.82,0,454656,MALE,PhD,exec-managerial,basketball,unmarried,65300,-65600,2015-02-09,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,4965 MLK Drive,16,1,?,1,1,?,78120,17360,8680,52080,BMW,3 Series,2006,N,
278,101,27,326322,2007-02-10,IL,250/500,1000,433.33,0,603269,MALE,Masters,machine-op-inspct,golf,other-relative,25900,0,2015-01-02,Parked Car,?,Minor Damage,,SC,Hillsdale,6067 Weaver Ridge,7,1,?,0,3,NO,5900,1180,590,4130,Mercedes,E400,2009,N,
279,288,45,565157,2002-10-06,IL,100/300,1000,1046.71,0,616714,MALE,Masters,priv-house-serv,polo,husband,0,0,2015-02-27,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Hillsdale,8586 1st Ridge,4,3,?,2,1,?,48060,10680,5340,32040,Mercedes,C300,2009,N,
280,233,37,876714,1991-11-03,IL,100/300,2000,1603.42,0,616637,FEMALE,High School,sales,video-games,wife,61600,-30200,2015-02-06,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,1346 5th Lane,17,1,YES,0,2,YES,80520,13420,6710,60390,Toyota,Corolla,2005,N,
281,194,39,627540,2010-05-21,OH,500/1000,1000,1489.24,6000000,608335,FEMALE,JD,other-service,kayaking,wife,0,-45000,2015-01-24,Vehicle Theft,?,Minor Damage,,SC,Springfield,7877 Sky Lane,15,1,YES,2,2,YES,8060,1240,1240,5580,Saab,95,2004,N,
282,37,23,448961,2006-04-30,IL,500/1000,500,1475.93,0,441648,FEMALE,College,prof-specialty,hiking,husband,0,-67400,2015-01-16,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Springfield,3221 Solo Ridge,17,3,YES,1,0,NO,51660,5740,5740,40180,Dodge,RAM,2010,N,
283,73,26,918777,2003-04-04,IL,250/500,2000,1191.19,4000000,468813,MALE,MD,farming-fishing,basketball,not-in-family,29300,0,2015-02-12,Multi-vehicle Collision,Rear Collision,Total Loss,Other,VA,Northbrook,3653 Elm Drive,9,3,?,0,1,YES,40160,5020,0,35140,Chevrolet,Tahoe,2003,N,
284,17,39,774895,2006-10-28,IL,250/500,1000,840.95,0,431202,FEMALE,JD,adm-clerical,hiking,unmarried,32500,-80800,2015-02-26,Parked Car,?,Trivial Damage,Police,SC,Arlington,7042 Maple Ridge,9,1,?,2,1,?,3440,430,430,2580,Suburu,Legacy,2002,N,
285,133,30,920554,2005-09-21,IN,500/1000,1000,1231.01,0,459562,MALE,College,adm-clerical,board-games,husband,0,-31700,2015-02-01,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Riverwood,1824 5th Lane,19,3,NO,1,2,?,28440,3160,3160,22120,Dodge,Neon,2007,N,
286,308,47,720356,2013-09-16,OH,100/300,1000,1013.61,6000000,452349,FEMALE,Associate,craft-repair,movies,own-child,45700,-41400,2015-01-03,Parked Car,?,Minor Damage,,NY,Springfield,4369 Maple Lane,7,1,?,1,1,YES,5590,860,860,3870,Suburu,Impreza,2002,N,
287,381,55,963761,1991-04-13,OH,500/1000,500,1459.99,0,445856,FEMALE,MD,other-service,chess,wife,35900,0,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,7544 Washington Ave,8,1,YES,1,2,YES,60600,12120,6060,42420,Accura,TL,2011,N,
288,133,30,920554,2005-09-21,IN,500/1000,1000,1231.01,0,459562,MALE,College,adm-clerical,board-games,husband,0,-31700,2015-02-01,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Riverwood,1824 5th Lane,19,3,NO,1,2,?,28440,3160,3160,22120,Dodge,Neon,2007,N,
289,235,39,651861,2011-01-07,IL,100/300,500,1046.58,4000000,434982,MALE,MD,tech-support,exercise,wife,0,-31700,2015-01-24,Vehicle Theft,?,Trivial Damage,,NY,Hillsdale,6193 1st Hwy,1,1,?,2,1,NO,4950,450,900,3600,Chevrolet,Silverado,2010,N,
290,108,32,439828,2006-09-07,OH,500/1000,2000,1257.0,4000000,616341,FEMALE,High School,machine-op-inspct,basketball,unmarried,63900,-43700,2015-01-11,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbrook,1929 Britain Drive,23,1,NO,1,3,NO,61270,5570,11140,44560,Suburu,Legacy,1999,N,
291,344,51,437442,2008-06-27,IL,100/300,1000,959.83,0,435809,FEMALE,Masters,sales,paintball,not-in-family,0,-38700,2015-02-02,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbend,6179 3rd Ridge,18,3,?,2,2,YES,75400,17400,11600,46400,BMW,X6,2006,Y,
292,339,49,840806,1994-02-14,IN,500/1000,2000,1570.77,0,441142,MALE,JD,adm-clerical,paintball,not-in-family,98800,-65300,2015-01-18,Vehicle Theft,?,Minor Damage,,SC,Columbus,2193 4th Ridge,13,1,NO,0,3,NO,6820,1240,620,4960,Mercedes,ML350,2009,N,
293,281,43,529398,1993-06-16,OH,100/300,1000,1515.18,6000000,443191,MALE,College,priv-house-serv,camping,other-relative,0,0,2015-01-09,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Northbrook,9798 Sky Ridge,21,3,NO,1,0,NO,60190,9260,9260,41670,BMW,X6,1999,N,
294,84,30,942504,2003-06-16,IL,500/1000,2000,1035.79,0,457551,FEMALE,MD,protective-serv,kayaking,wife,44400,-51500,2015-01-30,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,3184 Oak Ave,9,1,NO,1,0,YES,57640,5240,10480,41920,Volkswagen,Passat,2010,N,
295,288,45,565157,2002-10-06,IL,100/300,1000,1046.71,0,616714,MALE,Masters,priv-house-serv,polo,husband,0,0,2015-02-27,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Hillsdale,8586 1st Ridge,4,3,?,2,1,?,48060,10680,5340,32040,Mercedes,C300,2009,N,
296,79,26,206213,1995-05-08,IL,100/300,500,1451.62,0,456446,MALE,Associate,tech-support,kayaking,not-in-family,0,-55700,2015-01-03,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Columbus,4862 Lincoln Hwy,19,1,NO,2,2,?,40000,8000,4000,28000,BMW,M5,2010,N,
297,325,46,935277,2013-07-09,IL,500/1000,500,1348.83,0,474360,FEMALE,High School,prof-specialty,basketball,wife,46300,-77500,2015-02-01,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,9358 Texas Ridge,21,3,?,1,2,YES,76120,13840,6920,55360,Toyota,Camry,1999,N,
298,211,40,253085,1991-04-25,IL,500/1000,1000,1575.86,0,461275,FEMALE,PhD,other-service,sleeping,own-child,0,0,2015-01-12,Vehicle Theft,?,Trivial Damage,Police,WV,Northbrook,9847 Elm St,3,1,NO,1,1,NO,3190,580,290,2320,Audi,A5,2004,N,
299,290,45,737252,1993-11-18,OH,500/1000,2000,1215.36,0,617739,MALE,Associate,tech-support,reading,own-child,54400,0,2015-01-31,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Northbend,7002 Oak Hwy,22,3,?,0,1,NO,66200,6620,6620,52960,Suburu,Impreza,2012,N,
300,304,49,599262,2001-09-25,IN,100/300,1000,1525.86,0,463184,FEMALE,PhD,craft-repair,camping,own-child,0,0,2015-01-21,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Northbend,9066 Best Ridge,2,1,YES,1,1,YES,73370,13340,6670,53360,Saab,95,2013,N,
301,458,62,533940,2011-11-18,IL,500/1000,2000,1356.92,5000000,441714,MALE,Associate,handlers-cleaners,base-jumping,wife,0,0,2015-02-26,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Arlington,6128 Elm Lane,2,1,?,0,1,YES,46980,5220,5220,36540,Audi,A5,1998,N,
302,243,44,967713,1997-12-25,IL,250/500,500,809.11,0,600208,MALE,JD,craft-repair,polo,other-relative,33200,0,2015-01-27,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NC,Springfield,9352 Washington Ave,4,3,?,2,1,YES,51400,5140,10280,35980,Honda,Civic,1996,N,
303,162,35,431583,2000-05-15,IL,500/1000,2000,1124.69,0,446971,FEMALE,Masters,handlers-cleaners,bungie-jumping,husband,0,0,2015-02-20,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Arlington,8097 Maple Lane,14,1,YES,0,3,YES,54340,9880,4940,39520,Toyota,Camry,2001,N,
304,169,37,185124,2001-12-07,IL,100/300,1000,936.19,0,454776,MALE,JD,armed-forces,movies,other-relative,70600,-48500,2015-02-02,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,7155 Apache Drive,4,3,?,2,1,YES,57900,17370,5790,34740,Audi,A5,2005,N,
305,85,31,873384,2004-03-10,IL,250/500,2000,1234.69,9000000,613471,FEMALE,MD,tech-support,paintball,husband,0,0,2015-02-06,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Arlington,7733 Britain Lane,1,2,NO,2,1,?,74400,14880,7440,52080,BMW,M5,2003,Y,
306,155,34,914815,1990-09-27,IN,100/300,500,1706.79,0,462479,MALE,Masters,protective-serv,dancing,other-relative,0,0,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,OH,Hillsdale,9706 MLK Lane,1,1,NO,1,1,YES,77040,8560,8560,59920,Honda,Civic,1998,N,
307,114,30,488037,2007-07-11,OH,250/500,1000,1173.25,0,442936,FEMALE,Masters,protective-serv,dancing,husband,0,-34700,2015-02-25,Vehicle Theft,?,Minor Damage,,WV,Arlington,4434 Weaver St,3,1,NO,0,3,YES,4680,520,520,3640,Chevrolet,Malibu,2013,N,
308,399,55,984948,1993-04-14,IL,500/1000,2000,995.56,0,464665,MALE,JD,tech-support,sleeping,not-in-family,0,-65400,2015-02-07,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Northbend,1316 Britain Ridge,23,3,YES,1,1,YES,88400,17680,8840,61880,Nissan,Pathfinder,2010,N,
309,266,46,331683,2009-02-12,OH,100/300,2000,1578.54,0,468158,MALE,Associate,handlers-cleaners,chess,husband,0,-41400,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,7502 Rock Lane,18,1,NO,1,3,YES,83490,7590,15180,60720,Nissan,Pathfinder,1996,N,
310,137,34,413978,2000-06-04,IN,250/500,1000,1333.35,0,441716,MALE,PhD,prof-specialty,board-games,husband,0,-77000,2015-01-13,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,5846 Weaver Drive,0,3,?,0,0,?,78650,21450,7150,50050,Nissan,Pathfinder,2012,N,
311,436,60,910604,1992-04-14,IN,250/500,500,1362.31,0,446606,MALE,High School,prof-specialty,bungie-jumping,wife,67600,-65300,2015-01-13,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Arlington,7819 2nd Ave,16,1,NO,0,2,NO,82060,14920,7460,59680,Saab,93,2005,N,
312,290,47,885789,2008-07-21,IN,250/500,1000,1393.34,0,472922,MALE,High School,exec-managerial,bungie-jumping,other-relative,0,-61400,2015-01-15,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,4939 Oak Lane,20,3,YES,1,3,YES,56160,6240,12480,37440,Audi,A5,2002,N,
313,335,48,440616,1995-09-06,IL,500/1000,2000,1017.97,0,441671,FEMALE,MD,machine-op-inspct,chess,wife,59900,-34800,2015-02-19,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Columbus,8617 Best Ave,21,3,NO,0,0,YES,35860,3260,6520,26080,BMW,X5,2005,Y,
314,355,47,939631,1990-03-18,OH,500/1000,2000,1273.7,4000000,433473,MALE,College,other-service,kayaking,husband,0,0,2015-01-10,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,Arlington,8907 Tree Ave,19,3,NO,2,1,NO,62800,6280,6280,50240,Audi,A3,2003,Y,
315,141,30,556538,2000-07-15,IL,250/500,1000,1851.78,0,465248,FEMALE,High School,craft-repair,exercise,other-relative,78800,0,2015-02-09,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,7144 Andromedia St,13,1,NO,1,0,YES,61740,6860,6860,48020,Audi,A3,2002,N,
316,253,41,228403,2004-04-20,IN,100/300,1000,1435.09,0,471519,FEMALE,College,machine-op-inspct,bungie-jumping,not-in-family,36600,0,2015-01-11,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbrook,7069 4th Hwy,17,1,NO,2,0,?,56610,6290,6290,44030,Chevrolet,Tahoe,1995,N,
317,189,39,804751,1997-09-11,OH,250/500,2000,838.02,0,450702,FEMALE,College,tech-support,movies,own-child,0,0,2015-02-13,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,Northbrook,1818 Tree St,7,3,?,2,0,YES,64400,6440,6440,51520,Dodge,Neon,1997,N,
318,360,51,484321,1996-07-11,IL,250/500,1000,1152.12,0,434669,MALE,PhD,armed-forces,hiking,not-in-family,0,-62400,2015-02-05,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,7649 Texas St,15,3,NO,2,0,YES,90480,15080,15080,60320,BMW,X6,2000,N,
319,77,27,797934,1999-04-07,IN,500/1000,2000,966.26,0,471704,FEMALE,High School,adm-clerical,base-jumping,own-child,56400,-32800,2015-02-06,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,6874 Maple Ridge,1,3,YES,0,0,?,67200,6720,6720,53760,Volkswagen,Passat,1995,N,
320,295,46,863749,2009-12-05,IN,250/500,500,1265.84,0,605743,FEMALE,JD,prof-specialty,paintball,own-child,52200,-44500,2015-01-16,Vehicle Theft,?,Minor Damage,,VA,Arlington,1941 5th Ridge,10,1,YES,1,3,YES,4560,760,380,3420,Nissan,Pathfinder,2007,N,
321,243,44,967713,1997-12-25,IL,250/500,500,809.11,0,600208,MALE,JD,craft-repair,polo,other-relative,33200,0,2015-01-27,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NC,Springfield,9352 Washington Ave,4,3,?,2,1,YES,51400,5140,10280,35980,Honda,Civic,1996,N,
322,431,54,485664,2002-11-25,IN,500/1000,2000,1155.55,0,615901,FEMALE,MD,craft-repair,bungie-jumping,unmarried,65700,0,2015-01-21,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Hillsdale,3930 Embaracadero St,4,3,?,2,0,?,62300,12460,6230,43610,Jeep,Wrangler,2007,N,
323,91,26,101421,1999-10-19,IL,250/500,1000,1022.46,0,444896,FEMALE,Associate,armed-forces,video-games,other-relative,52700,0,2015-02-23,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,8832 Pine Drive,15,3,?,0,2,?,74200,7420,7420,59360,Jeep,Wrangler,1996,N,
324,257,40,463237,2000-02-09,IN,100/300,2000,1306.0,0,610381,MALE,Associate,machine-op-inspct,cross-fit,husband,46100,-46900,2015-02-21,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,9856 Apache St,3,3,YES,2,1,?,50050,7700,3850,38500,Ford,Fusion,2008,Y,
325,169,37,185124,2001-12-07,IL,100/300,1000,936.19,0,454776,MALE,JD,armed-forces,movies,other-relative,70600,-48500,2015-02-02,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,7155 Apache Drive,4,3,?,2,1,YES,57900,17370,5790,34740,Audi,A5,2005,N,
326,5,21,577992,2002-11-13,IN,250/500,500,915.41,5000000,612316,FEMALE,High School,exec-managerial,sleeping,own-child,0,0,2015-02-11,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Northbrook,8456 1st Ave,23,1,YES,0,0,NO,40500,4050,4050,32400,Nissan,Pathfinder,1998,N,
327,146,31,149839,1990-09-21,OH,100/300,1000,1457.65,5000000,606219,FEMALE,College,armed-forces,camping,own-child,0,0,2015-02-03,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Riverwood,1110 4th Drive,0,3,NO,1,3,?,52380,5820,5820,40740,Toyota,Highlander,2010,N,
328,158,33,278091,2013-12-04,OH,100/300,2000,1327.41,0,440930,FEMALE,Associate,handlers-cleaners,skydiving,other-relative,0,-38600,2015-01-04,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Hillsdale,7791 Britain Ridge,0,1,?,0,0,?,35000,3500,7000,24500,Suburu,Legacy,2012,N,
329,147,37,952300,2009-08-02,OH,500/1000,1000,1439.9,6000000,475391,FEMALE,Associate,prof-specialty,video-games,husband,0,-48400,2015-01-29,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Springfield,4931 Maple Drive,2,2,NO,1,2,NO,53680,9760,4880,39040,Accura,MDX,2004,N,
330,215,37,761189,2002-12-28,IN,100/300,500,1632.93,0,614417,FEMALE,College,transport-moving,golf,not-in-family,0,-42900,2015-02-23,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,7923 Elm Ave,7,3,NO,2,0,YES,57120,9520,4760,42840,Mercedes,C300,2002,N,
331,195,36,842618,2001-11-06,IN,100/300,2000,1346.18,0,611852,FEMALE,Associate,machine-op-inspct,camping,wife,57800,-53300,2015-02-25,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,Hillsdale,3797 Solo Lane,14,3,YES,2,3,YES,68970,12540,6270,50160,Chevrolet,Tahoe,2007,N,
332,111,27,514065,2009-01-04,IN,250/500,500,1363.77,4000000,604377,FEMALE,Masters,tech-support,exercise,husband,51100,0,2015-01-17,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Springfield,9748 Sky Drive,12,1,YES,2,3,NO,90970,16540,16540,57890,Accura,RSX,2009,N,
333,284,43,961496,1992-01-05,IL,250/500,500,1123.84,0,609898,MALE,PhD,prof-specialty,kayaking,other-relative,48200,0,2015-01-23,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,9529 4th Drive,12,3,NO,0,0,YES,36960,6720,3360,26880,Chevrolet,Tahoe,2007,N,
334,114,30,584859,1992-04-04,IL,100/300,1000,1558.29,0,472248,MALE,High School,farming-fishing,video-games,wife,51400,-64000,2015-01-09,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Hillsdale,8353 Britain Ridge,1,3,NO,1,2,?,77110,14020,14020,49070,Suburu,Impreza,2015,N,
335,342,49,505969,1998-04-07,OH,250/500,500,1722.95,0,472634,MALE,PhD,transport-moving,base-jumping,not-in-family,63100,-13800,2015-02-28,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,WV,Hillsdale,6149 Best Ridge,3,1,?,2,0,YES,76700,7670,7670,61360,Suburu,Legacy,2006,N,
336,11,40,743163,2001-04-09,OH,500/1000,2000,1217.69,0,440106,FEMALE,MD,prof-specialty,reading,wife,24000,0,2015-01-26,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,Springfield,9138 1st St,6,3,?,1,0,?,53460,9720,9720,34020,Dodge,Neon,2004,Y,
337,41,26,619589,2006-03-28,IL,100/300,1000,1383.13,0,618405,FEMALE,JD,prof-specialty,exercise,own-child,46700,0,2015-02-28,Vehicle Theft,?,Trivial Damage,Police,SC,Riverwood,6677 Andromedia Drive,12,1,YES,1,1,?,6890,530,1060,5300,Jeep,Grand Cherokee,1997,N,
338,186,38,250833,2008-07-28,IN,250/500,2000,1347.31,0,436467,FEMALE,JD,protective-serv,dancing,unmarried,80900,-111100,2015-02-02,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1371 Texas Lane,1,3,NO,2,3,?,73800,12300,12300,49200,Audi,A3,1995,N,
339,347,51,343421,1996-10-18,OH,500/1000,500,1480.79,9000000,432399,FEMALE,MD,priv-house-serv,board-games,unmarried,0,-12100,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,Other,NC,Hillsdale,9070 Tree Ave,15,1,YES,0,2,?,103560,8630,17260,77670,Jeep,Wrangler,1997,N,
340,82,27,119513,1996-09-21,IL,100/300,1000,1384.51,0,476727,MALE,PhD,adm-clerical,reading,not-in-family,13100,-38200,2015-02-18,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,9484 Pine Drive,14,1,NO,2,3,?,71680,8960,8960,53760,Volkswagen,Jetta,2007,Y,
341,451,61,533941,1998-06-18,IN,250/500,2000,1618.65,2000000,475407,FEMALE,Associate,transport-moving,polo,unmarried,0,-42600,2015-02-04,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,OH,Columbus,2651 MLK Lane,3,3,YES,2,1,YES,78100,15620,7810,54670,Chevrolet,Tahoe,1997,Y,
342,153,34,893853,1994-02-27,IL,250/500,500,991.39,0,449260,MALE,High School,tech-support,paintball,other-relative,45600,-61400,2015-02-27,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,2696 Cherokee Ridge,0,3,?,1,0,NO,77770,14140,14140,49490,Nissan,Pathfinder,2000,N,
343,297,48,751612,2009-06-22,IN,250/500,1000,1464.73,3000000,443861,MALE,PhD,exec-managerial,golf,other-relative,54900,-36700,2015-01-25,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Arlington,8758 5th St,17,3,?,0,0,NO,51480,5720,5720,40040,Toyota,Highlander,2013,N,
344,61,24,265026,1996-02-08,IN,100/300,500,922.67,0,473611,FEMALE,College,priv-house-serv,paintball,other-relative,47400,0,2015-01-12,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbend,2942 1st Lane,15,3,YES,2,1,?,65520,9360,9360,46800,Toyota,Highlander,2011,Y,
345,339,48,290971,2005-10-10,OH,100/300,500,1698.51,0,444378,MALE,JD,other-service,dancing,unmarried,0,0,2015-02-10,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Hillsdale,7574 4th St,18,3,NO,2,1,?,51840,8640,8640,34560,Volkswagen,Jetta,2001,N,
346,157,32,347984,2009-10-21,OH,100/300,2000,617.11,0,436711,MALE,College,other-service,reading,other-relative,0,-54100,2015-01-02,Multi-vehicle Collision,Front Collision,Major Damage,Other,VA,Columbus,6658 Weaver St,14,3,?,1,2,NO,50800,10160,5080,35560,Mercedes,E400,2013,Y,
